angulo_central_graus,angulo_de_entrada_graus,angulo_de_saida_graus,rampa_maxima_graus,inclinacao_lateral_maxima_graus,curso_do_pistao_mm,diametro_do_cilindro_mm,altura_do_flanco_mm,altura_mm,bitola_dianteira_mm,bitola_traseira_mm,comprimento_mm,distancia_entre_eixos_mm,largura_mm,vao_livre_do_solo_mm,altura_minima_do_solo_mm,travessia_de_agua_mm,potencia_maxima_rpm,rotacao_de_potencia_maxima_rpm,rotacao_de_torque_maximo_rpm,rotacao_maxima_rpm,potencia_especifica_cv,potencia_maxima_cv,potencia_cv,potencia_combinada_cv,potencia_especifica_cv/litro,peso_potencia_kg/cv,peso_torque_kg/kgfm,torque_especifico_kgfm/litro,peso_potencia_kg,peso_torque_kg,torque_especifico_kg,peso_kg,carga_util_kg,reboque_com_freio_kg,reboque_sem_freio_kg,torque_kg,torque_combinado_kg,consumo_rodoviario_gasolina_km/l,consumo_urbano_gasolina_km/l,consumo_rodoviario_diesel_km/l,consumo_urbano_diesel_km/l,consumo_rodoviario_km/l,consumo_urbano_km/l,consumo_rodoviario_alcool_km/l,consumo_urbano_alcool_km/l,velocidade_maxima_km/h,velocidade_maxima_modo_eletrico_km/h,velocidade_maxima_km,consumo_rodoviario_gasolina_km,consumo_urbano_gasolina_km,autonomia_rodoviaria_gasolina_km,autonomia_urbana_gasolina_km,consumo_rodoviario_diesel_km,consumo_urbano_diesel_km,autonomia_rodoviaria_diesel_km,autonomia_urbana_diesel_km,autonomia_km,consumo_eletrico_km,autonomia_eletrica_km,velocidade_maxima_modo_eletrico_km,consumo_rodoviario_km,consumo_urbano_km,autonomia_rodoviaria_km,autonomia_urbana_km,consumo_rodoviario_alcool_km,consumo_urbano_alcool_km,autonomia_rodoviaria_alcool_km,autonomia_urbana_alcool_km,aceleracao_0_100_km_h_s,cilindrada_cm³,cilindrada_unitaria_cm³,porta_malas_litros,tanque_de_combustivel_litros,porta_malas_5_lugares_litros,porta_malas_7_lugares_litros,porta_malas_6_lugares_litros,diametro_minimo_de_giro_m,diametro_de_giro_m,frenagem_0_100_km_h_m,area_frontal_m²,area_frontal_corrigida_m²,capacidade_de_bateria_kWh,consumo_eletrico_kWh,ID
NA,NA,NA,NA,NA,92.8,82.5,90,1392,1551,1526,4469,2631,1796,NA,NA,NA,286,NA,NA,NA,144.2,286,NA,NA,144.2,5.3,39.4,19.5,5.3,39.4,19.5,1525,550,NA,NA,NA,NA,11.9,9.3,NA,NA,NA,NA,NA,NA,250,NA,250,11.9,9.3,655,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1984,NA,390,55,NA,NA,NA,11,NA,NA,2.12,0.657,NA,NA,217
NA,NA,NA,NA,NA,89,84.5,102,1398,1642,1634,4981,2917,1911,NA,NA,NA,450,NA,NA,6400,112.7,450,NA,NA,112.7,4.3,34.8,14,4.3,34.8,14,1955,610,2100,750,NA,NA,9.8,6.9,NA,NA,NA,NA,NA,NA,250,NA,250,9.8,6.9,735,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3993,NA,535,75,NA,NA,NA,11.9,NA,NA,2.3,0.69,NA,NA,218
NA,NA,NA,NA,NA,92.8,82.5,86,1345,1574,1533,4191,2505,1832,NA,NA,NA,286,NA,NA,NA,144.2,286,NA,NA,144.2,5.1,37.5,19.5,5.1,37.5,19.5,1450,320,NA,NA,NA,NA,10.7,9,NA,NA,NA,NA,NA,NA,250,NA,250,10.7,9,589,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1984,NA,280,55,NA,NA,NA,11,NA,NA,2.09,0.648,NA,NA,219
NA,NA,NA,NA,NA,84.1,82.5,113,1425,1535,1506,4310,2636,1785,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.1,50.2,14.2,7.1,50.2,14.2,1280,560,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,232,NA,232,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1798,NA,380,50,NA,NA,NA,10.9,NA,NA,2.13,0.673,NA,NA,220
NA,NA,NA,NA,NA,80,74.5,113,1425,1535,1506,4310,2636,1785,NA,NA,NA,122,NA,NA,NA,87.5,122,NA,NA,87.5,10,60,14.6,10,60,14.6,1225,560,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,203,NA,203,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,1395,NA,380,50,NA,NA,NA,10.9,NA,NA,2.13,0.66,NA,NA,221
NA,NA,NA,NA,NA,84.1,82.5,101,1409,1555,1526,4421,2595,1793,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.9,56.1,14.2,7.9,56.1,14.2,1430,500,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,242,NA,242,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,1798,NA,287,50,NA,NA,NA,10.9,NA,NA,2.13,0.639,NA,NA,222
NA,NA,NA,NA,NA,80,74.5,113,1416,1555,1526,4456,2637,1796,NA,NA,NA,122,NA,NA,NA,87.5,122,NA,NA,87.5,10,59.6,14.6,10,59.6,14.6,1215,570,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,212,NA,212,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,1395,NA,425,50,NA,NA,NA,11,NA,NA,2.12,0.615,NA,NA,223
NA,NA,NA,NA,NA,84.1,82.5,101,1416,1555,1526,4456,2637,1796,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.2,50.8,14.2,7.2,50.8,14.2,1295,550,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,235,NA,235,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1798,NA,425,50,NA,NA,NA,11,NA,NA,2.12,0.615,NA,NA,224
NA,NA,NA,NA,NA,84.1,82.5,113,1427,1564,1551,4701,2808,1826,NA,NA,NA,170,NA,NA,NA,94.5,170,NA,NA,94.5,8.6,45.1,18.1,8.6,45.1,18.1,1470,550,1700,750,NA,NA,11.3,8.7,NA,NA,NA,NA,NA,NA,225,NA,225,11.3,8.7,712,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,1798,NA,480,63,NA,NA,NA,11.5,NA,NA,2.21,0.597,NA,NA,225
NA,NA,NA,NA,NA,84.1,82.5,98,1427,1564,1551,4701,2808,1826,NA,NA,NA,170,NA,NA,NA,94.5,170,NA,NA,94.5,8.6,45.1,18.1,8.6,45.1,18.1,1470,550,1700,750,NA,NA,11.3,8.7,NA,NA,NA,NA,NA,NA,225,NA,225,11.3,8.7,712,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,1798,NA,480,63,NA,NA,NA,11.5,NA,NA,2.21,0.597,NA,NA,226
NA,NA,NA,NA,NA,84.1,82.5,113,1391,1590,1575,4712,2810,1854,NA,NA,NA,170,NA,NA,NA,94.5,170,NA,NA,94.5,9,46.8,18.1,9,46.8,18.1,1525,550,1500,750,NA,NA,9.2,8.5,NA,NA,NA,NA,NA,NA,220,NA,220,9.2,8.5,580,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,1798,NA,480,63,NA,NA,NA,11.5,NA,NA,2.19,0.635,NA,NA,227
NA,NA,NA,NA,NA,84.1,82.5,98,1391,1590,1575,4712,2810,1854,NA,NA,NA,170,NA,NA,NA,94.5,170,NA,NA,94.5,9,46.8,18.1,9,46.8,18.1,1525,550,1500,750,NA,NA,9.2,8.5,NA,NA,NA,NA,NA,NA,220,NA,220,9.2,8.5,580,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,1798,NA,480,63,NA,NA,NA,11.5,NA,NA,2.19,0.635,NA,NA,228
NA,NA,NA,NA,NA,92.8,82.5,110,1455,1627,1618,4933,2912,1874,NA,NA,NA,252,NA,NA,NA,127,252,NA,NA,127,6.3,42.3,19,6.3,42.3,19,1595,580,1800,750,NA,NA,9.5,8.3,NA,NA,NA,NA,NA,NA,250,NA,250,9.5,8.3,618,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1984,NA,530,65,NA,NA,NA,11.9,NA,NA,2.32,0.603,NA,NA,229
NA,NA,NA,NA,NA,89,84.5,115,1473,1631,1596,4938,2905,1898,NA,NA,NA,333,NA,NA,6500,111.2,333,NA,NA,111.2,5.6,41.6,15,5.6,41.6,15,1870,635,2500,750,NA,NA,10.8,6.9,NA,NA,NA,NA,NA,NA,250,NA,250,10.8,6.9,810,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,2995,NA,565,75,NA,NA,NA,11.9,NA,NA,2.38,0.762,NA,NA,230
NA,NA,NA,NA,NA,89,84.5,141,1462,1644,1635,5265,3122,1949,120,NA,NA,310,NA,NA,NA,103.5,310,NA,NA,103.5,6.3,43.5,15,6.3,43.5,15,1955,650,2300,750,NA,NA,11.1,7.7,NA,NA,NA,NA,NA,NA,250,NA,250,11.1,7.7,910,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2995,NA,520,82,NA,NA,NA,12.7,NA,NA,2.42,0.653,NA,NA,231
NA,NA,NA,NA,NA,92.8,82.5,141,1655,1617,1614,4629,2807,1898,NA,NA,NA,225,NA,NA,NA,113.4,225,NA,NA,113.4,7.8,49.3,18,7.8,49.3,18,1760,605,2400,750,NA,NA,8.5,7.1,NA,NA,NA,NA,NA,NA,222,NA,222,8.5,7.1,638,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,1984,NA,540,75,NA,NA,NA,11.6,NA,NA,2.67,0.881,NA,NA,232
NA,NA,NA,NA,NA,92.8,82.5,129,1655,1617,1614,4629,2807,1898,NA,NA,NA,225,NA,NA,NA,113.4,225,NA,NA,113.4,7.8,49.3,18,7.8,49.3,18,1760,605,2400,750,NA,NA,8.5,7.1,NA,NA,NA,NA,NA,NA,222,NA,222,8.5,7.1,638,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,1984,NA,540,75,NA,NA,NA,11.6,NA,NA,2.67,0.881,NA,NA,233
21.1,21,23.4,NA,NA,89,84.5,124,1737,1651,1681,5089,3002,1983,205,NA,NA,333,NA,NA,6500,111.2,333,NA,NA,111.2,6.7,49.9,15,6.7,49.9,15,2240,725,3500,750,NA,NA,9.1,5.8,NA,NA,NA,NA,NA,NA,243,NA,243,9.1,5.8,910,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,2995,NA,NA,100,500,330,NA,12,NA,NA,2.93,0.996,NA,NA,234
21.1,21,23.4,NA,NA,89,84.5,124,1737,1651,1681,5089,3002,1983,205,NA,NA,272,NA,NA,6500,90.8,272,NA,NA,90.8,8.2,54.4,13.6,8.2,54.4,13.6,2220,725,3500,750,NA,NA,9.1,5.8,NA,NA,NA,NA,NA,NA,222,NA,222,9.1,5.8,910,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,2995,NA,NA,100,500,330,NA,12,NA,NA,2.93,0.996,NA,NA,235
NA,NA,NA,NA,NA,89,84.5,82,1440,1615,1606,4931,2916,1874,NA,NA,NA,450,NA,NA,6400,112.7,450,NA,NA,112.7,4.2,33.8,14,4.2,33.8,14,1895,610,2100,750,NA,NA,9.8,6.9,NA,NA,NA,NA,NA,NA,250,NA,250,9.8,6.9,735,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3993,NA,530,75,NA,NA,NA,11.9,NA,NA,2.29,0.664,NA,NA,236
NA,NA,NA,NA,NA,89,84.5,106,1458,1632,1632,5147,2994,1949,NA,NA,NA,520,NA,NA,NA,130.2,520,NA,NA,130.2,3.8,30,16.6,3.8,30,16.6,1990,600,2300,750,NA,NA,9.3,6.8,NA,NA,NA,NA,NA,NA,250,NA,250,9.3,6.8,763,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3993,NA,520,82,NA,NA,NA,12.3,NA,NA,2.42,0.678,NA,NA,237
NA,NA,NA,NA,NA,92.8,82.5,98,1353,1572,1552,4177,2505,1832,NA,NA,NA,230,NA,NA,NA,115.9,230,NA,NA,115.9,5.8,35.4,19,5.8,35.4,19,1335,400,NA,NA,NA,NA,12.7,9.9,NA,NA,NA,NA,NA,NA,250,NA,250,12.7,9.9,635,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1984,NA,305,50,NA,NA,NA,11,NA,NA,2.11,0.612,NA,NA,238
NA,NA,NA,NA,NA,80,74.5,113,1425,1535,1506,4310,2636,1785,NA,NA,NA,122,NA,NA,NA,87.5,122,NA,NA,87.5,10,60,14.6,10,60,14.6,1225,560,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,203,NA,203,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,1395,NA,380,50,NA,NA,NA,10.9,NA,NA,2.13,0.66,NA,NA,239
NA,NA,NA,NA,NA,84.1,82.5,113,1425,1535,1506,4310,2636,1785,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.1,50.2,14.2,7.1,50.2,14.2,1280,560,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,232,NA,232,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1798,NA,380,50,NA,NA,NA,10.9,NA,NA,2.13,0.673,NA,NA,240
NA,NA,NA,NA,NA,84.1,82.5,101,1416,1555,1526,4456,2637,1796,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.2,50.8,14.2,7.2,50.8,14.2,1295,550,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,235,NA,235,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1798,NA,425,50,NA,NA,NA,11,NA,NA,2.12,0.615,NA,NA,241
NA,NA,NA,NA,NA,80,74.5,113,1416,1555,1526,4456,2637,1796,NA,NA,NA,122,NA,NA,NA,87.5,122,NA,NA,87.5,10,59.6,14.6,10,59.6,14.6,1215,570,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,212,NA,212,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,1395,NA,425,50,NA,NA,NA,11,NA,NA,2.12,0.615,NA,NA,242
NA,NA,NA,NA,NA,92.8,82.5,129,1608,1571,1575,4385,2603,1831,NA,NA,NA,170,NA,NA,NA,85.7,170,NA,NA,85.7,8.9,53,14.4,8.9,53,14.4,1510,600,2000,750,NA,NA,9.6,8,NA,NA,NA,NA,NA,NA,212,NA,212,9.6,8,614,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1984,NA,460,64,NA,NA,NA,11.8,NA,NA,2.5,0.8,NA,NA,243
NA,NA,NA,NA,NA,92.8,84.5,92,1252,1638,1595,4440,2650,1930,NA,NA,NA,550,NA,NA,NA,105.7,550,NA,NA,105.7,2.9,29,10.6,2.9,29,10.6,1595,300,NA,NA,NA,NA,7.5,4.8,NA,NA,NA,NA,NA,NA,317,NA,317,7.5,4.8,675,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5204,NA,100,90,NA,NA,NA,11.8,NA,NA,1.99,0.72,NA,NA,244
NA,NA,NA,NA,NA,89,84.5,86,1461,1662,1663,4979,2915,1936,NA,NA,NA,560,NA,NA,NA,140.2,560,NA,NA,140.2,3.5,27.3,17.9,3.5,27.3,17.9,1950,555,NA,NA,NA,NA,10.5,6.8,NA,NA,NA,NA,NA,NA,305,NA,305,10.5,6.8,788,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3993,NA,565,75,NA,NA,NA,NA,NA,NA,2.4,0.845,NA,NA,245
NA,NA,NA,NA,NA,89,84.5,96,1419,1634,1625,5012,2915,1911,NA,NA,NA,560,NA,NA,6800,140.2,560,NA,NA,140.2,3.4,27,17.9,3.4,27,17.9,1930,585,NA,NA,NA,NA,8.4,4.2,NA,NA,NA,NA,NA,NA,305,NA,305,8.4,4.2,630,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3993,NA,535,75,NA,NA,NA,11.9,NA,NA,2.3,0.69,NA,NA,246
NA,NA,NA,NA,NA,92.8,82.5,90,1404,1535,1511,4324,2631,1785,NA,NA,NA,280,NA,NA,NA,141.1,280,NA,NA,141.1,5.4,39.3,19.5,5.4,39.3,19.5,1520,NA,NA,NA,NA,NA,10.6,6.4,NA,NA,NA,NA,NA,NA,250,NA,250,10.6,6.4,583,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1984,NA,380,55,NA,NA,NA,10.9,NA,NA,2.13,0.682,NA,NA,247
NA,NA,NA,NA,NA,92.8,82.5,89,1348,1555,1546,4189,2468,1842,NA,NA,NA,340,NA,NA,NA,137.1,340,NA,NA,137.1,4.5,33.4,18.5,4.5,33.4,18.5,1535,320,NA,NA,NA,NA,12,7.7,NA,NA,NA,NA,NA,NA,250,NA,250,12,7.7,720,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,2480,NA,250,60,NA,NA,NA,11,NA,NA,2.11,0.717,NA,NA,248
NA,NA,NA,NA,NA,75.6,76.5,97,1422,1477,1471,3954,2469,1746,NA,NA,NA,122,NA,NA,NA,87.8,122,NA,NA,87.8,9.4,56.4,14.7,9.4,56.4,14.7,1150,450,NA,NA,NA,NA,14,10.8,NA,NA,NA,NA,NA,NA,203,NA,203,14,10.8,630,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1390,NA,270,45,NA,NA,NA,10.6,NA,NA,2.04,0.694,NA,NA,249
NA,NA,NA,NA,NA,75.6,76.5,86,1422,1477,1471,3954,2469,1746,NA,NA,NA,185,NA,NA,NA,133.1,185,NA,NA,133.1,6.6,47.6,18.3,6.6,47.6,18.3,1215,450,NA,NA,NA,NA,13.7,10.5,NA,NA,NA,NA,NA,NA,227,NA,227,13.7,10.5,617,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1390,NA,270,45,NA,NA,NA,10.6,NA,NA,2.04,0.694,NA,NA,250
NA,NA,NA,NA,NA,75.6,76.5,86,1416,1477,1471,3954,2469,1746,NA,NA,NA,185,NA,NA,NA,133.1,185,NA,NA,133.1,6.8,49.6,18.3,6.8,49.6,18.3,1265,450,NA,NA,NA,NA,13.7,10.5,NA,NA,NA,NA,NA,NA,227,NA,227,13.7,10.5,617,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1390,NA,270,45,NA,NA,NA,10.6,NA,NA,2.04,0.694,NA,NA,251
NA,NA,NA,NA,NA,92.8,82.5,79,1416,1463,1450,3987,2469,1746,NA,NA,NA,256,NA,NA,NA,129,256,NA,NA,129,5.4,38.9,18,5.4,38.9,18,1390,400,NA,NA,NA,NA,11.2,6.8,NA,NA,NA,NA,NA,NA,245,NA,245,11.2,6.8,504,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1984,NA,210,45,NA,NA,NA,NA,NA,NA,2.04,0.734,NA,NA,252
NA,NA,NA,NA,NA,84.1,82.5,101,1421,1542,1514,4237,2601,1777,NA,NA,NA,180,NA,NA,NA,100.1,180,NA,NA,100.1,7.4,52,14.2,7.4,52,14.2,1325,485,NA,NA,NA,NA,14,9.6,NA,NA,NA,NA,NA,NA,232,NA,232,14,9.6,700,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1798,NA,365,50,NA,NA,NA,10.7,NA,NA,2.13,0.66,NA,NA,253
NA,NA,NA,NA,NA,92.8,82.5,113,1427,NA,NA,4701,2808,1826,NA,NA,NA,180,NA,NA,NA,90.7,180,NA,NA,90.7,8.1,44.9,16.4,8.1,44.9,16.4,1465,NA,NA,NA,NA,NA,12.4,8.8,NA,NA,NA,NA,NA,NA,226,NA,226,12.4,8.8,806,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1984,NA,480,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
NA,NA,NA,NA,NA,92.8,82.5,110,1427,1564,1551,4701,2808,1826,NA,NA,NA,211,NA,NA,NA,106.4,211,NA,NA,106.4,7.4,44,18,7.4,44,18,1570,550,1900,750,NA,NA,12.2,8.4,NA,NA,NA,NA,NA,NA,245,NA,245,12.2,8.4,744,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1984,NA,480,61,NA,NA,NA,11.5,NA,NA,2.21,0.619,NA,NA,255
NA,NA,NA,NA,NA,92.8,82.5,113,1427,NA,NA,4701,2808,1826,NA,NA,NA,180,NA,NA,NA,90.7,180,NA,NA,90.7,8.1,44.9,16.4,8.1,44.9,16.4,1465,NA,NA,NA,NA,NA,12.4,8.8,NA,NA,NA,NA,NA,NA,226,NA,226,12.4,8.8,806,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1984,NA,480,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256
NA,NA,NA,NA,NA,92.8,82.5,110,1436,1564,1551,4701,2808,1826,NA,NA,NA,211,NA,NA,NA,106.4,211,NA,NA,106.4,7.6,45.1,18,7.6,45.1,18,1610,570,1900,750,NA,NA,12,8.3,NA,NA,NA,NA,NA,NA,237,NA,237,12,8.3,732,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1984,NA,490,61,NA,NA,NA,11.5,NA,NA,2.2,0.704,NA,NA,257
NA,NA,NA,NA,NA,92.8,82.5,113,1436,NA,NA,4701,2808,1826,NA,NA,NA,180,NA,NA,NA,90.7,180,NA,NA,90.7,8.5,46.8,16.4,8.5,46.8,16.4,1525,NA,NA,NA,NA,NA,12,8.8,NA,NA,NA,NA,NA,NA,218,NA,218,12,8.8,780,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,1984,NA,490,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258
NA,NA,NA,NA,NA,92.8,82.5,98,1391,1590,1575,4712,2810,1854,NA,NA,NA,211,NA,NA,NA,106.4,211,NA,NA,106.4,7.7,45.2,18,7.7,45.2,18,1615,550,1900,750,NA,NA,14,9.5,NA,NA,NA,NA,NA,NA,241,NA,241,14,9.5,854,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1984,NA,480,61,NA,NA,NA,11.5,NA,NA,2.19,0.635,NA,NA,259
NA,NA,NA,NA,NA,89,84.5,110,1455,1627,1618,4915,2912,1874,NA,NA,NA,300,NA,NA,NA,100.2,300,NA,NA,100.2,5.8,38.8,15,5.8,38.8,15,1740,610,NA,NA,NA,NA,11.4,7,NA,NA,NA,NA,NA,NA,250,NA,250,11.4,7,855,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2995,NA,530,75,NA,NA,NA,11.9,NA,NA,2.32,0.65,NA,NA,260
NA,NA,NA,NA,NA,89,84.5,129,1474,1631,1596,4940,2905,1898,NA,NA,NA,310,NA,NA,6500,103.5,310,NA,NA,103.5,6,41.3,15,6,41.3,15,1855,650,2500,750,NA,NA,10.8,6.9,NA,NA,NA,NA,NA,NA,250,NA,250,10.8,6.9,810,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2995,NA,565,75,NA,NA,NA,11.9,NA,NA,2.38,0.738,NA,NA,261
NA,NA,NA,NA,NA,89,84.5,124,1461,1627,1618,4926,2912,1874,NA,NA,NA,300,NA,NA,NA,100.2,300,NA,NA,100.2,6,39.9,15,6,39.9,15,1790,630,2100,750,NA,NA,11,7,NA,NA,NA,NA,NA,NA,250,NA,250,11,7,825,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,2995,NA,565,75,NA,NA,NA,11.9,NA,NA,2.33,0.722,NA,NA,262
NA,NA,NA,NA,NA,92.8,82.5,118,1608,1571,1575,4385,2603,1831,NA,NA,NA,211,NA,NA,NA,106.4,211,NA,NA,106.4,7.4,51.1,15.4,7.4,51.1,15.4,1565,600,2000,750,NA,NA,10.1,8.4,NA,NA,NA,NA,NA,NA,230,NA,230,10.1,8.4,646,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1984,NA,460,64,NA,NA,NA,11.8,NA,NA,2.5,0.8,NA,NA,263
NA,NA,NA,NA,NA,92.8,82.5,118,1608,1571,1575,4385,2603,1831,NA,NA,NA,170,NA,NA,NA,85.7,170,NA,NA,85.7,8.9,53,14.4,8.9,53,14.4,1510,600,2000,750,NA,NA,9.6,8,NA,NA,NA,NA,NA,NA,212,NA,212,9.6,8,614,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1984,NA,460,64,NA,NA,NA,11.8,NA,NA,2.5,0.8,NA,NA,264
NA,NA,NA,NA,NA,89,84.5,129,1655,1617,1614,4629,2807,1898,200,NA,NA,272,NA,NA,NA,90.8,272,NA,NA,90.8,6.8,45.1,13.6,6.8,45.1,13.6,1840,610,NA,NA,NA,NA,7.9,6.7,NA,NA,NA,NA,NA,NA,234,NA,234,7.9,6.7,593,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2995,NA,540,75,NA,NA,NA,11.6,NA,NA,2.67,0.881,NA,NA,265
NA,NA,NA,NA,NA,92.8,82.5,79,1402,1564,1528,4302,2578,1794,NA,NA,NA,340,NA,NA,NA,137.1,340,NA,NA,137.1,4.9,35.9,18.5,4.9,35.9,18.5,1650,560,NA,NA,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,250,NA,250,12.8,7,768,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2480,NA,302,60,NA,NA,NA,10.7,NA,NA,2.14,0.706,NA,NA,266
